3,997
2,998
2,998
6,994
4,996
3,997
4,996
7,993
7,993
6,994
3,997
4,996
8,992
5,995
6,994
5,995
13,987
3,997
4,996
7,993
5,995
8,992
3,997
6,994
14,986
8,992
5,995
5,995
8,992
12,988
3,997
9,991
3,997
3,997
3,997
2,998
2,998
9,991
8,992
6,994
6,994
3,997
1,999
1,999
6,994
4,996
10,990
4,996
3,997
6,994
6,994
5,995
7,993
2,998
3,997
6,994
4,996
3,997
7,993
6,994
4,996
2,998
3,997
4,996
5,995
11,989
5,995
8,992
10,990
8,992
7,993
8,992
5,995
6,994
2,998
5,995
11,989
11,989
73,927
28,972
5,995
3,997
143,857
112,888
39,961
3,997
7,993
6,994
6,994
6,994
2,998
11,989
3,997
9,991
10,990
12,988
8,992
64,936
114,886
4,996
21,979
7,993
2,998
36,964
9,991
132,868
9,991
56,944
33,967
1,999
5,995
1,999
5,995
4,996
3,997
10,990
4,996
1,999
3,997
3,997
2,998
6,994
3,997
4,996
2,998
2,998
2,998
3,997
4,996
4,996
72,928
4,996
5,995
4,996
10,990
9,991
2,998
7,993
1,999
1,999
3,997
6,994
7,993
5,995
3,997
13,987
1,999
4,996
3,997
7,993
5,995
5,995
1,999
3,997
3,997
3,997
2,998
3,997
3,997
5,995
5,995
4,996
5,995
7,993
8,992
4,996
3,997
8,992
8,992
8,992
7,993
3,997
4,996
6,994
3,997
2,998
3,997
2,998
2,998
3,997
11,989
5,995
4,996
6,994
3,997
5,995
6,994
6,994
8,992
3,997
5,995
4,996
5,995
2,998
10,990
2,998
2,998
4,996
3,997
3,997
6,994
2,998
8,992
4,996
8,992
6,994
5,995
4,996
0,1000
4,996
2,998
5,995
1,999
7,993
2,998
1,999
6,994
3,997
6,994
2,998
8,992
4,996
5,995
7,993
7,993
7,993
3,997
4,996
8,992
1,999
6,994
5,995
2,998
4,996
4,996
3,997
7,993
1,999
3,997
1,999
7,993
4,996
3,997
5,995
11,989
2,998
6,994
4,996
6,994
7,993
2,998
3,997
7,993
4,996
2,998
4,996
4,996
4,996
4,996
4,996
9,991
4,996
4,996
7,993
3,997
5,995
4,996
3,997
5,995
11,989
5,995
9,991
7,993
3,997
7,993
8,992
4,996
6,994
5,995
9,991
4,996
5,995
1,999
2,998
4,996
3,997
5,995
3,997
5,995
4,996
6,994
2,998
2,998
8,992
6,994
6,994
2,998
7,993
1,999
11,989
5,995
5,995
9,991
8,992
1,999
2,998
5,995
8,992
2,998
5,995
1,999
4,996
9,991
3,997
7,993
4,996
2,998
6,994
1,999
3,997
5,995
6,994
5,995
5,995
6,994
4,996
3,997
8,992
1,999
3,997
5,995
5,995
7,993
1,999
37,963
9,991
5,995
10,990
2,998
12,988
2,998
6,994
7,993
9,991
4,996
4,996
5,995
6,994
4,996
3,997
6,994
1,999
5,995
5,995
4,996
4,996
4,996
5,995
2,998
5,995
3,997
7,993
4,996
4,996
1,999
8,992
5,995
3,997
6,994
7,993
4,996
4,996
3,997
4,996
1,999
3,997
7,993
3,997
2,998
5,995
1,999
4,996
4,996
3,997
4,996
6,994
4,996
2,998
4,996
3,997
6,994
6,994
3,997
4,996
7,993
8,992
8,992
3,997
4,996
5,995
3,997
4,996
3,997
4,996
7,993
4,996
6,994
1,999
3,997
8,992
2,998
3,997
3,997
5,995
4,996
1,999
2,998
2,998
1,999
4,996
2,998
8,992
4,996
10,990
7,993
8,992
3,997
3,997
6,994
4,996
7,993
3,997
3,997
2,998
3,997
3,997
5,995
2,998
2,998
6,994
2,998
11,989
8,992
1,999
6,994
4,996
3,997
3,997
6,994
5,995
6,994
1,999
2,998
3,997
2,998
5,995
8,992
3,997
3,997
2,998
5,995
9,991
0,1000
1,999
5,995
3,997
4,996
4,996
2,998
0,1000
3,997
5,995
2,998
3,997
5,995
5,995
4,996
3,997
6,994
4,996
5,995
3,997
5,995
1,999
4,996
3,997
6,994
3,997
6,994
4,996
4,996
3,997
4,996
8,992
3,997
4,996
3,997
5,995
1,999
4,996
4,996
4,996
9,991
10,990
15,985
3,997
2,998
6,994
3,997
3,997
5,995
3,997
5,995
6,994
4,996
37,963
22,978
8,992
7,993
8,992
3,997
4,996
5,995
3,997
5,995
8,992
2,998
8,992
3,997
4,996
4,996
2,998
4,996
6,994
5,995
4,996
1,999
2,998
4,996
5,995
1,999
3,997
6,994
3,997
2,998
4,996
5,995
2,998
3,997
7,993
3,997
5,995
3,997
3,997
3,997
4,996
5,995
11,989
1,999
7,993
3,997
11,989
3,997
2,998
7,993
7,993
4,996
4,996
3,997
6,994
5,995
6,994
6,994
8,992
9,991
5,995
6,994
8,992
0,1000
38,962
103,897
222,778
40,960
6,994
54,946
5,995
43,957
3,997
11,989
6,994
5,995
5,995
5,995
31,969
8,992
4,996
7,993
9,991
3,997
6,994
5,995
5,995
2,998
9,991
8,992
5,995
5,995
5,995
3,997
5,995
16,984
4,996
19,981
5,995
2,998
7,993
16,984
2,998
1,999
2,998
5,995
2,998
4,996
5,995
1,999
3,997
3,997
2,998
3,997
40,960
32,968
42,958
1,999
2,998
4,996
5,995
15,985
3,997
5,995
1,999
4,996
4,996
9,991
2,998
3,997
15,985
7,993
5,995
92,908
25,975
16,984
19,981
20,980
16,984
2,998
2,998
2,998
3,997
11,989
2,998
2,998
3,997
1,999
2,998
1,999
3,997
5,995
10,990
10,990
14,986
53,947
7,993
4,996
1,999
4,996
3,997
3,997
8,992
3,997
2,998
4,996
1,999
0,1000
0,1000
4,996
3,997
2,998
3,997
5,995
9,991
6,994
10,990
4,996
2,998
4,996
5,995
0,1000
4,996
6,994
